initial key,initial value,assigned workspace,assigned bucket,assigned key name,is merged
andpoe.accom_hotel_room_section_no_room_filter_desc,Try changing your filter to see available room options.,accommodation,accommodation_hotel,room_section_no_room_filter_desc,FALSE
andpoe.accom_hotel_room_section_no_room_filter_title,Seems like no rooms match your filter,accommodation,accommodation_hotel,room_section_no_room_filter_title,FALSE
andpoe.accom_hotel_room_section_no_room_see_similar,See Similar Accommodations,accommodation,accommodation_hotel,room_section_no_room_see_similar,FALSE
andpoe.accom_hotel_room_section_no_room_title,This accommodation is sold out,accommodation,accommodation_hotel,room_section_no_room_title,FALSE
andpoe.accom_hotel_search_spec_summary_dates_values,{0} - {1},accommodation,,,FALSE
andpoe.accom_hotel_similar_section_title,Check out other similar accommodations,accommodation,accommodation_hotel,similar_section_title,FALSE
andpoe.accom_include_tax_after_point_cashback,Includes taxes and fees after Points Cashback,accommodation,accommodation_include,tax_after_point_cashback,FALSE
andpoe.accom_localized_discovery_empty_destination_placeholder,"Search destination, landmark, etc",accommodation,accommodation_localized,discovery_empty_destination_placeholder,FALSE
andpoe.accom_localized_discovery_popular_area_label,Popular areas,accommodation,accommodation_localized,discovery_popular_area_label,FALSE
andpoe.accom_max_duration_search_form,Max. {0} nights,accommodation,accommodation_max,duration_search_form,FALSE
andpoe.accom_no_inventory_handling_auto_change_date_success_message,Updating your check-in date to {0} for the best results,accommodation,accommodation_no_inventory_handling,auto_change_date_success_message,FALSE
andpoe.accom_no_inventory_handling_no_room_change_date_clickable_button,find another date,accommodation,accommodation_no_inventory_handling,no_room_change_date_clickable_button,FALSE
andpoe.accom_no_inventory_handling_no_room_change_date_label_button,Or {0} to stay here,accommodation,accommodation_no_inventory_handling,no_room_change_date_label_button,FALSE
andpoe.accom_no_inventory_handling_no_room_description,Explore other available hotels to keep your trip on track,accommodation,accommodation_no_inventory_handling,no_room_description,FALSE
andpoe.accom_no_inventory_handling_no_room_reset_filter_button,Reset filter,accommodation,accommodation_no_inventory_handling,no_room_reset_filter_button,FALSE
andpoe.accom_no_inventory_handling_no_room_see_more_hotels_button,See more hotels,accommodation,accommodation_no_inventory_handling,no_room_see_more_hotels_button,FALSE
andpoe.accom_no_inventory_handling_no_room_title,No rooms available for your dates,accommodation,accommodation_no_inventory_handling,no_room_title,FALSE
andpoe.accom_no_inventory_handling_no_room_with_filter_description,Nothing matches your current filters. Reset or try different ones to find a room.,accommodation,accommodation_no_inventory_handling,no_room_with_filter_description,FALSE
andpoe.accom_no_inventory_handling_no_room_with_filter_title,No rooms available,accommodation,accommodation_no_inventory_handling,no_room_with_filter_title,FALSE
andpoe.accom_no_inventory_handling_no_room_with_similar_description_change_date_clickable,finding another date,accommodation,,,FALSE
andpoe.accom_no_inventory_handling_no_room_with_similar_description,Explore other available hotels to keep your trip on track or try {0} for this hotel,accommodation,accommodation_no_inventory_handling,no_room_with_similar_description,FALSE
andpoe.accom_no_inventory_handling_no_room_with_similar_title,No rooms available for your dates,accommodation,accommodation_no_inventory_handling,no_room_with_similar_title,FALSE
andpoe.accom_nps_survey_banner_cta_button,Tell us here,accommodation,accommodation_nps,survey_banner_cta_button,FALSE
andpoe.accom_nps_survey_banner_sub_title,We value your feedback. It will help us improve your future experience.,accommodation,accommodation_nps,survey_banner_sub_title,FALSE
andpoe.accom_nps_survey_banner_title,How was your booking experience with us?,accommodation,accommodation_nps,survey_banner_title,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_rejected_description,Please try again.,accommodation,accommodation_online_checkin,evoucher_page_footer_rejected_description,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_rejected_no_resubmit_description,Proceed with normal check-in.,accommodation,accommodation_online_checkin,evoucher_page_footer_rejected_no_resubmit_description,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_rejected_no_resubmit_title,Online Check-In Rejected,accommodation,accommodation_online_checkin,evoucher_page_footer_rejected_no_resubmit_title,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_rejected_title,Online Check-In Rejected,accommodation,accommodation_online_checkin,evoucher_page_footer_rejected_title,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_success_submit_description,Your accommodation is expecting you.,accommodation,accommodation_online_checkin,evoucher_page_footer_success_submit_description,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_success_submit_title,Online Check-In Successful,accommodation,accommodation_online_checkin,evoucher_page_footer_success_submit_title,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_unavailable_timepassed_description,Time for Online Check-In has passed.,accommodation,accommodation_online_checkin,evoucher_page_footer_unavailable_timepassed_description,FALSE
andpoe.accom_online_checkin_evoucher_page_footer_unavailable_timepassed_title,Online Check-In Unavailable,accommodation,accommodation_online_checkin,evoucher_page_footer_unavailable_timepassed_title,FALSE
andpoe.accom_online_checkin_evoucher_page_learnmore_button,Learn More,accommodation,accommodation_online_checkin,evoucher_page_learnmore_button,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_alreadycheckin_description,Contactless Check-in? Tap to learn more.,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_alreadycheckin_description,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_alreadycheckin_title,Online Check-in,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_alreadycheckin_title,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_onlinecheckin_advantagepoint1,Process your check-in with minimum contact,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_onlinecheckin_advantagepoint1,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_onlinecheckin_advantagepoint2,Spend less time during check-in,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_onlinecheckin_advantagepoint2,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_onlinecheckin_button,Try Online Check-in,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_onlinecheckin_button,FALSE
andpoe.accom_online_checkin_evoucher_page_ociavailable_onlinecheckin_title,Online Check-in,accommodation,accommodation_online_checkin,evoucher_page_ociavailable_onlinecheckin_title,FALSE
andpoe.accom_online_checkin_evoucher_page_rejected_description,Your Online Check-in request is rejected due to {0}. Please try again.,accommodation,accommodation_online_checkin,evoucher_page_rejected_description,FALSE
andpoe.accom_online_checkin_evoucher_page_rejected_no_resubmit_description,Your Online Check-in request has been rejected. You are unable to retry since the time limit has passed or because your request has been rejected twice. Please proceed with check-in as usual.,accommodation,accommodation_online_checkin,evoucher_page_rejected_no_resubmit_description,FALSE
andpoe.accom_online_checkin_evoucher_page_rejected_no_resubmit_title,Online Check-In Rejected,accommodation,accommodation_online_checkin,evoucher_page_rejected_no_resubmit_title,FALSE
andpoe.accom_online_checkin_evoucher_page_rejected_title,Online Check-In Rejected,accommodation,accommodation_online_checkin,evoucher_page_rejected_title,FALSE
andpoe.accom_online_checkin_evoucher_page_resubmit_button,Resubmit,accommodation,accommodation_online_checkin,evoucher_page_resubmit_button,FALSE
andpoe.accom_online_checkin_evoucher_page_successsubmit_alreadycheckin_description,You already submitted your online check-in request. Accommodation is expecting you.,accommodation,accommodation_online_checkin,evoucher_page_successsubmit_alreadycheckin_description,FALSE
andpoe.accom_online_checkin_evoucher_page_successsubmit_alreadycheckin_title,Online Check-In Successful,accommodation,accommodation_online_checkin,evoucher_page_successsubmit_alreadycheckin_title,FALSE
andpoe.accom_online_checkin_evoucher_page_successsubmit_learnmore_link,Learn how it works,accommodation,accommodation_online_checkin,evoucher_page_successsubmit_learnmore_link,FALSE
andpoe.accom_online_checkin_evoucher_page_unavailable_description,Online Check-In is only available up to 24 hour before your check-in time.,accommodation,accommodation_online_checkin,evoucher_page_unavailable_description,FALSE
andpoe.accom_online_checkin_evoucher_page_unavailable_title,Online Check-in Unavailable,accommodation,accommodation_online_checkin,evoucher_page_unavailable_title,FALSE
andpoe.accom_online_checkin_hotel_voucher_page_survey_description,Was Online Check-In helpful to you? Share your feedback by filling this survey.,accommodation,accommodation_online_checkin,hotel_voucher_page_survey_description,FALSE
andpoe.accom_online_checkin_hotel_voucher_page_survey_linkbutton,Fill In Survey,accommodation,accommodation_online_checkin,hotel_voucher_page_survey_linkbutton,FALSE
andpoe.accom_online_checkin_hotel_voucher_page_survey_title,How was your Online Check-In?,accommodation,accommodation_online_checkin,hotel_voucher_page_survey_title,FALSE
andpoe.accom_online_checkin_id_crop_page_done_button,Done,accommodation,accommodation_online_checkin,id_crop_page_done_button,FALSE
andpoe.accom_online_checkin_id_crop_page_instruction_label,Fit the ID image to the box,accommodation,accommodation_online_checkin,id_crop_page_instruction_label,FALSE
andpoe.accom_online_checkin_id_crop_page_retake_button,Retake,accommodation,accommodation_online_checkin,id_crop_page_retake_button,FALSE
andpoe.accom_online_checkin_id_crop_page_tips_description1,The document should not be cropped or positioned too far,accommodation,accommodation_online_checkin,id_crop_page_tips_description1,FALSE
andpoe.accom_online_checkin_id_crop_page_tips_description2,Make sure all texts are readable,accommodation,accommodation_online_checkin,id_crop_page_tips_description2,FALSE
andpoe.accom_online_checkin_id_crop_page_tips_title,Tips for taking a clear ID picture,accommodation,accommodation_online_checkin,id_crop_page_tips_title,FALSE
andpoe.accom_online_checkin_id_submitted_page_details_title,Online Check-In Details,accommodation,accommodation_online_checkin,id_submitted_page_details_title,FALSE
andpoe.accom_online_checkin_id_submitted_page_page_title,Submitted,accommodation,accommodation_online_checkin,id_submitted_page_page_title,FALSE
andpoe.accom_online_checkin_id_submitted_page_photo_label,ID Card Photo,accommodation,accommodation_online_checkin,id_submitted_page_photo_label,FALSE
andpoe.accom_online_checkin_id_submitted_page_preferredcheckin_description,Please note that check-in time outside regular hours (14.00 - 22.00) are subject for confirmation with the accommodation.,accommodation,accommodation_online_checkin,id_submitted_page_preferredcheckin_description,FALSE
andpoe.accom_online_checkin_id_submitted_page_submitted_description,Your ID and Online Check-In request is sent to the accommodation.,accommodation,accommodation_online_checkin,id_submitted_page_submitted_description,FALSE
andpoe.accom_online_checkin_id_submitted_page_submitted_title,Online Check-In Submitted,accommodation,accommodation_online_checkin,id_submitted_page_submitted_title,FALSE
andpoe.accom_online_checkin_id_uploading_cancel_page_cancel_button,Cancel Upload,accommodation,accommodation_online_checkin,id_uploading_cancel_page_cancel_button,FALSE
andpoe.accom_online_checkin_id_uploading_cancel_page_cancel_description,Are you sure you want to cancel this upload?,accommodation,accommodation_online_checkin,id_uploading_cancel_page_cancel_description,FALSE
andpoe.accom_online_checkin_id_uploading_cancel_page_cancel_title,Cancel Upload?,accommodation,accommodation_online_checkin,id_uploading_cancel_page_cancel_title,FALSE
andpoe.accom_online_checkin_id_uploading_cancel_page_continue_button,Continue Upload,accommodation,accommodation_online_checkin,id_uploading_cancel_page_continue_button,FALSE
andpoe.accom_online_checkin_id_uploading_failed_page_failed_label,Upload Failed,accommodation,accommodation_online_checkin,id_uploading_failed_page_failed_label,FALSE
